review,sentiment
hello  i want to know if there is any bug with the new update once i logged to my accountphone number its keep saying whatsapp keep stopping and force me to close the app if this is a bug please fixed itthank you,negative
after update if i open gallery in chat then it is not showing all photos even photos taken from camera is not visible in all photos option in attachments,negative
i cannot with this app anymoresince december  i have been bannedi keep on requesting a review because i genuinely wonder how i could have been banned when i barely even used this appthen once a review has been done i put my number and it literally says something along the lines ofyou have requested a verification code too many timeswhatthen now my number is supposedly banned i will keep on badmouthing your app until you fix this issuefix this damn issue,negative
gallery problem easy fix go to settings and allow permission for photos and gallery i had the same problem untill i had a mess around in the settings i was very annoyed and wanted to remove whatsapp,negative
i like the app but there is alot of issues especially on android devices like cant send big files isnt optimized with android only optimized with its meaning whatsap reduce androids quality on pics and vids when playing vn on android blackout the screen when taking pics on whatsap quality is poor we want longer minute status vids cant send a video to someone over  minutes pls change that cant send big files to friends so pls add those features and change stuff,negative
its a good appbut when i send a view once to someonethe person will be able to screenshot or screen record the image or videoand the whatsapp calm keeps hanging even with sufficient network and data,positive
this bug is rarely shows up and its annoying this one bug which is changing the profile picture i tried to tap to change pfp and its not letting me i also tired closing and reopen it and it still not working please fix this bug issue,negative
honestly good app could use some changes here and there but i am giving you four stars cuz when i put my phone on battery saver modenot the extreme one my stickers get deleted and this has happened thrice already and now those packs cannot be found so big f,negative
there is a problem in app when i want to share anything with my friends i can share it only upto  persons at a time please remove thus restriction so that we can sent anything to many persons at a time,positive
latest update broke the app notifications are dead not even showing up in the android settings and cannot send images with permissions granted,negative
please provide option to backup only the chat and option to exclude the mediaright now i want to transfer chat data from my old to new but the backup is taking the media part also and so the backup size has become gbwhat option do i have to backup only the chat history,negative
yes whatsapp is no  no doubt i have a idea to improve the option to customise our dp to selected contacts and length of video who is viewing our dp  can improve with the status view settings not only for  hrs which is to save all our status uploads,positive
its horrible when it comes to changing profile pictures and resizing and has lots of other issues meta developers wth are you doing,negative
all of a sudden it keeps reconnecting all day today reconnecting reconnecting my partner can hear me but i cannot hear him fix it ,negative
video calling function have become very wrost always laid down at when we zoom out video call in previous version it was at blur at poor connection but this time its wrost,negative
it was very difficult for me to be in this appall the apps were deleted from my device i would like to know if this is done by internet or the developerseven my contacts are not backing up together with my bank apps,negative
my phone showing chat account is not allowed to use whatsapp due to spam while m using play store version follow all tc then re register my no after one day again logged out it is going regularly from one week no support from what is app team we should be find alternative of what is app like signal,negative
everything is working perfectly until my videos only allows me to share  and it is annoying and frustrating i already cleared my storage space and everything that could be the reason but i do not seem to know how to resolve it please let me know how i can share my videos again,negative
completely useful more so because of being able to post your daily experiences your feelings urgent matters etc and also because of being able to view peoples statuses,positive
even tho i updated my whatsapp  i am still locked out and its telling me to download the update and when i click download and go to playstore its not there because i updated it already the date also isnt wrong so i dont know what the problem is  plz fix it,negative
after last update when avatar are added my gallary pictures and video are not visible in whatsapp i cannot share pictures and videos from whatsapp camera option i have to go to gallery and share it from there everytime please solve the issue,negative
day by the size of whatsapp is increasing it looks like more as computer desktop app rather than mobile app size of the app should be small so that users do not have to go for new mobile in order to use mobile apps as the size is getting bigger  such apps eats up all memory then how mobile could be functional ,positive
new update changes default photo directory to whatsapp and not gallery cannot change this also can no longer share multiple photos from gallery just one at a time dumb,negative
after the recent update the incoming and outgoing call and video call are not connecting and not able to attach the screenshot images  please work on it asap,negative
whatsapp is getting worse day by day please back in original form new i do not like these updates honestly for example the update in which you can see status of others by taping on there profile just like instagram ,negative
now i am getting jio advertisement on my whatsapp personal chat even after blocking i am getting ad from new number first youtube then facebook and instagram now even whatsapp has also started showing ads i mean just leave us alone it is so irritating it is my personal space  ,negative
why is it not been able to recognise phone camera gallery or photos i am unable to send camera photos or change my dp something is wrong after the latest upgrade please fix this problem,negative
is there anything good that whatsapp did after facebook bought it or is it just data leaks i mean atleast make the app more appealing how about just copy everything from telegram give us options to customize the app let us add people through usernames so we do not have to give our numbers to everyone,positive
it is really hard to enjoy the app when it has poor performance i cannot videocall coz it is either u cannot hear the persons or u cannot see them those are the problems am facing currently,negative
whatsapp is undoubtedly a good messager app in order to make it the best app it is requested to enable the group admin to delete irrelevantproblematic content of others from the group thanks for considering my suggestion,positive
i do not know what is wrong i deleted the app and re installed it because it kept on hanging but now it is not opening i have deleted it again and re installed it still not opening,negative
the best app ever after all it is home to me and my love though i have rated it  stars but more precisely it is  and this is because it lacks the call recording feature and i feel the need of the same,positive
after recent update worst one video calling not able to connect not able to share picture or video directly we have to go in gallery then we can share,positive
what did yall even do i have the same issue as everyone else with the photos i dont want to see photos i have already sent i want to see my gallery to send photos and yall dont even reply to the ratings,negative
can u fix the problem where we cant send multiple pictures and the phone gallery wont even show when we press the gallery it shows us the groups photo instead and we cant select the photos we want to send,negative
since last update i am unable to access the phone gallery on whatsapp for pictures and screenshots no help recieved also no appropriate response from the company or efforts to fix the issue,negative
actually till today i have been very comfortable with the updates of whatsapp but the latest update keeps the chat i mean the contact on top of all chats even if that recent message is deleted and only then the contact is being removed if all the chat is cleared in that contact i request please fix this problem  ,negative
very good just sometimes when the network is not good it keeps on reconnecting that is the need for improvement,positive
why the hell people who are not in my contacts see me as online the worst feature of whatsapp is that any random person anywhere on the planet can save your no and see you as being online even if they are not in your contacts i am being stalked by a group of ppl on wa and they keep sending me msgs from different numbers whenever they see me as online i have blocked all the numbers but they just send me msgs from other numbers add a bloody privacy option for showing online status,negative
i am not able to download any images or videos that are received in my whatsapp accountalso the status is not getting downloaded i have enough memory in sd card as wel as in phone kindly guide me to solve the issue,positive
what is the use of inviting for beta version when you do not care about feedback chats still showing on top even after deleting their recent message please fix this bug add option to jump through chats date wise,negative
what happen to the phone gallery when try to send to others phone gallery such as video  photo not showing up anymore through camera shortcut button in whatsap chat please fix it thanks,negative
this app is used for scams criminals blackmailing and prostitution please do not use this app for any reason and if you do backup all conversations you have make sure you can see their number and there full name and good luck,positive
it was working fine but after recent updates having issues related to what is app calling also when trying to send photos unable to see recent imagesi have to go gallary and have to send images kindly solve this issue i am using f pro  g,negative
please make improvements on whatsapp live location its to slow to update someone location and it is always delay with the movement please make more improvements cause whatsapp live location is helpfull for us to know where our parents and family locafion second one is please make more longger to post video on status please make more longger than  second because its difficult to keep on cropping the videos just to post it,positive
not able to open app getting crashed as i clickalready lost my data once due to same problem in last  days please help resolve the issue thanks ,negative
no longer getting pop up notifications or on my fitbit can now only attach whatsapp images rather than camera or gallery images needs fixed asap,negative
why have they made it harder to add photos not able to add more than  photo from gallery after choosing folder updates are supposed to improve things not overcomplicate things,negative
gallery has been messed up as other people have said need to press the  little dots in the corner to get the photos i want to send ruined the whole user experience,negative
sometimes the status will not show properly like error is coming could not see the status please work for thatand all features are excellent,positive
to be honest it is easiest and fastest way of communication but if you add a bit of security in it it would be very helpful,positive
i could not receive message notifications despite having good wifi connection i have checked i did not turn the notifications off or silent my phone please fix this problem tq,negative
what is app is great  but lately very irritating needs a feature time based where one can receive only during those hrs after which incoming msg will not be recd  will be stored on server,negative
my video calling features not working it is show connecting all the time please solve this issue as soon as possible,positive
nice app my best actually for communication but when it comes to status update you can only post  seconds for each video please increase it to  or even  minute then i can rate it five stars thanks,positive
why my whatsapp is not working whenever i am sending a message it is not going to be early why is it going to be good after time while my data is working well pls fix this bug,negative
there is some problem with whatsapp i am not getting notified when anyone sends me messages in whatsapp even when i have my notificationsound full and vibration also also i tried many fixing steps but is same whatsapp please solve this issue as soon as possible,negative
silenced on dnd is very bad feature if my phone is on silent mode i do not get the call please remove this feature or just give it as an option do not make it compulsary for all users,positive
poll feature   bug  presently app allows people to vote for multiple options this should be fixed  suggesion  time limit to participate in the pole shall be added,positive
you were updated more new features its good and easy to us but my suggestion is you should to update that put a voice record option on whtsapp status please consider this also,positive
i wonder why we cannot send complete videos without sending them in bitsits messed upother apps permits sending video files completebut this is wack,negative
with the latest update you cannot select multiple files from the gallery to send an update dropped today and the problem was not solved,negative
after the update whenever i am on mobile data voice and video calls are on connecting stage wifi calls connect but not when i am on mobile data please help using oneplus  pro,positive
once i have any voice massage from my contacts i cannot hear it because all voice massages include noisy tone in its background comes from the application itself,positive
whatever changes you made during the last upgrade yesterday change it back please it is ridiculous to use now takes twice as long to send a message why have you done this it is horrible,negative
when wanting to share photos or videos it is a massive inconvenience to select  by  since the last update whatsapp almost does not want to keep my gallery accessible,negative
phone gets stuck video gets choppy and phone heats up since the latest update no issues with video calling on other apps,negative
i really like the app it is secured gives you the opportunity to be in private no matter what the case is you can talk and chat and video to one another without interruption it is a good place to be thank you google,positive
i have not been able to open my whatsapp i uninstalled and downloaded it again and i cannot still open it kindly look into this i will be expecting your response thank you,negative
access to gallery is bugged gallery is not showing up when trying to send photos please fix edit anyone having those problem check your app permissions,negative
att is a new carrier i am with previous company was tmobile and they truly are people oriented at all i am waiting to see how long it is going to take for att to let me download my whatsapp i will see if there is a difference between these two companies,positive
latest update is terrible i especially hate it when it comes to sending picturesvideos it only shows images that i have on whatsapp geoups only doesnt have other pics i need to open another gallery app to use it,negative
whatsapp web was running nice in the google chrome but from past two days my whatsapp qr code is not scanning in the web it stays still and no loading and etc very bad experience kindly fix it,negative
when we are uploaded any images and videos in status it is automatically blur and compress quality of images and videos please check and confirm once this issue resolve,negative
i sadly cannot access this app anymore everytime i try to login on my phone it is not working please fix this issue i need to message my family and friends and i cant,negative
the latest update of undo the messages they appear on top after delete the recent chat or some unnecessary video for saving memory the call taking too much time to connect,negative
photos not there to attach have to go to gallery and share from there rather than attaching from the app all since the last update what a shambles,negative
after the new update all my friends and family are getting the instagram like stories on the profile picexcept me  i cannot understand wheather it is a glitch or what solve it asap in other cases whatsapp is ,positive
since i have had an android update i cannot send more then  photo at a time and i have got to go around the houses to open my gallery just to find the photo to add and then send useless,negative
the best i always can stay in touch with others as long as i have internet connection highly recommended if you are always apart but want to get close this app is for you,positive
i have been using whatsapp for a while now and ever since the last update my profile pictureicon and whatsapp bioabout have been disappearing for no reason i have no idea if it is just me it happening to my privacy is fine,negative
can you please add only owners can add people button edit i am loving the new avatar thing but i think you should make it look a bit less weird and add options where you can change shirt shoes seperatly,positive
hats off to whatsapp or meta team for making this the default messaging app for everyone in india also thanks for not introducing annoying ads i would give it the easiest  stars if u do one thing for us allow bubble messages like in facebook messenger pleasee,positive
other things are good but after the recent update the vedio calls are not up to the mark they lag  they donot connect early and with picture in picture mode they just seem to not working,positive
this is a good app in future kindly consider screen sharing during video calls i am giving you  stars until you include that feature,positive
though the last time i installed the app it been working well until suddenly i lost access to the streaming and down loading and senting of videos and i have not gotten it up till now i am still trying to get it on,negative
hii team  how long can you take to fix the new bug in whatsapp that whenever we are watching the others whatsapp status when we suddenly enter back button still the status is playing in the background  it is a small bug to the whatsapp team  but not resolved for somany days,negative
the new update is a disaster i cannot see all my photos only certain folders are available,negative
the messages are not arranged chronologically causing a great deal of problem the problem is happening since last week please solve,negative
i do not like the fact that an imagevideo quality has to be compressed when uploading to status developers you have to do something about that,negative
since the last update i have to go to gallery to send photos which is annoying i do not have permission to send from whatsapp photos like before it needs to be fixed,negative
plz add one feature where we can update our text send in messages or posted in status it will help us a lot if we can edit the text messages as we sometime type wrong or miss something to write,negative
in the last update it forces the user to give permenant location access why should i give it my current location access to be able to send any other locations on the map,negative
please for the app developers and update team make it possible to completely hide all status when u want to and turn it back on when you want to there should be a tab that turns off the status view and back on when you want to,negative
one humble request more then boys are dislike tha blocked list option first girls start the conversation after closing and every day chatting build the relationship and unforgettable memories  one day they are small fight she  he suddenly blocked what is app is totally not use my mobile is not like it to slow tha problem two members are start with chattingany one person request to  remove blocked list option  if request accept not block for any time  else request not acceptin,positive
i am unable to receive otp and having problems with authentication through both way via call me or sms as well if you people will cannot resolve this issue so why you all are there no voice support no no chat support and even not recieved any response from email team however i have mail my whole issue with snap refrence,negative
my number is getting blocked second time in a short period of time i have no idea why it is getting blocked because i just use to send messages to my family and friends everytime they give reason of violating policy dont know which policy is getting violated in sending messages to family or friends,negative
since the last update i no longer get the correct number of people who sent me message sometimes it just one person but the notification would be showing  messages from  people only for me to tap and see just  message,negative
worst option that we getting problem with dissappearin after  hours yesterday i closed the option and today option was opened automatically and all my sent documents were deleted now i have only option to change app by deleting whatsapp from my phone plz try to update till then bye bye whatsaap,negative
does not work without update requires them again and again there are no updates in the store already but this still does not work without and asks for more updates boring,negative
since the latest update can no longer send more than one photo at once can not access the photo album direct any more why this is getting silly updates that worsen the experiance running android  on a samsung s,negative
after these latest updates i have issues in putting status i have to go to gallery and share pictures and then editwhy i cannot select it from whatsapp itself very bad experience,negative
i want to complain about sharing messages and files the restriction to shareforward messages  people is not enough please look into these i want to share message to all my  contacts but i cannot because it would be tiresome  do i have to repeat the same thing  times,positive
ayy whatsapp bruvyour app is dope but i wonder what it would be like if i had the option to change peoples profile pictures on my side while they keep theirs the sameyou think that is possiblei wouldnt mind another update,positive
undoubtedly one of the most used app on any device i think whatsapp should integrate the samsung keyboard stickers like the way they did with gboard,positive
its best app for communication  i just want to request one thing can u add extra min in status time sec r so less for  min video and we have to cut post the video,positive
keeps crashing after latest update on  dec  have reinstalled  times and just keeps crashing all software of phone are upto date only wa keeps crashing tired,negative
terrible after last update  when replying to specific message whole conversation goes down so you need to scroll up to get to the starting point  no longer can reply to deleted messages i am looking for other apps to replace whatsapp,negative
this version is there some problems which was having not works popup notifications and it does not work typing keyboard while coming notifications,negative
latest update is the worst not able to send multiple photos from gallery also gallery needs to be accessed using three dots in camera how to downgrade to previous version ,negative
i am facing an issue since many days some videos not downloading they are not too much lengthy at least  seconds but not completely download again n again failed to download why is this issue ,negative
bad  very bad service since last month it neenda every single day restarting again and again why i am disturbed and my chat backupmy messages did not get back i never face this problemimprove your service so that i connect better to my people,negative
you know it will be nice if whatsapp had like a hibernation feature where you just disappear from whatsapp for a period of designated time and be back when the time elapses it will help for addiction control and stuff,positive
the change to the photo gallery is a major step backwards the inability to select multiple pictures from my gallery is a major drawback,negative
the latest update messed up the sort order of chats now when the last messages in a chat are deleted said chat still stays stuck among the recent chats even though it no longer contains any recent messages,negative
excellent app to communicate among all ur people it has diversity  and no glitches that i have noticed only when internet signal is low very secureafe,positive
please sort out the issue with only being able to view images already on whatsapp when opening the gallery to send a photo i now have to go into my phone gallery and select share via whatsapp in order to send new photos,negative
with recent update now frequent peoples are showing in first stage of messenger even after deleted messages that person name still showing top of the table please fixed this bug,negative
the latest update does not allow me to post the most recent pictures on my profile picture nor does it show them i have to take a picture via whatsapp which is frustrating,negative
this update is so bad the app does not show complete album resorting to choose from default gallery app everytime,negative
i actually did not understand the need of new feature in whatsapp i mean you can directly go and see status and what is the need of able to see it alongwith dp it is actually annoying,positive
good but could be the best if it has feature like auto reply business description and other useful featuresunable to backup chats which is the most important thing,positive
make it easy like telegram so when one re install itwhatsapp app and sign inget all messages and contacts without ur difficulties of chat back up which is messy and others,positive
this app is good but i hate the fact that i cant find any pics from my gallery because whatsapp does not show i have to go to my gallery to share pics and whats worse is that i cant  pics or more i will keep giving  star until this problem is solved,negative
this should come as a warning more than a comment i just found out from my mobile carrier that whatsapp charged  to my account for a  minute international call be aware call your carrier and ask them to block these charges you will still be able to use the app but will not fall prey to zuckerbergs scam,positive
recent updates is worst of all the time lot of bugs are there  when i open the profile of the person it shows the status of the person what he has put  it is really irritating ,negative
after this update the what is app i cannot select photo from gallery more than  photo  if possible u can fix this bug  it will help to many user like me ,negative
when during my last updatemy whatapp pop up nofication tone were not workingit totally silent and it said my android version it not available on pop out noficationplease fix thisit hard to know when we received and text from our employee or important workflows,negative
you received a message but your version of whatsapp does not support it i have whatsapp updated to the latest version great messaging app that does not load messages,negative
i have deleted a contact from contact book and saved with another name but still it is showing with old name in whatsapp i have refreshed new contacts in whatsapp multiple times but it is showing old name and new name both message and status is still appearing with old name how can i fix it,negative
recent update is hell cannot hear my own audio same as whatsapp voice call this issue is from the app not my phoneive tried other applicationsget it fixed,negative
it is takes up lot of space  l cannot send my picture to people without having to go through ads needs to be fixed but otherwise it is good to use ,positive
i have downloaded this app then it is telling me to scan the qr code with another phone when i did it all the chats from my phone went to this one when i tried deleting the contacts it was deleting from my phone and now we are sharing the whatsapp we cannot even have our own privacy whyyyyyy,negative
hello this app is actually very good but there is  problem we need screen showing like when u talk to a friend and he wanna show u something he cant show it thats the problem,positive
very well app for communication i just wished we were allowed to change the emoji style because they are different from the default and some of them are very ugly,positive
love the app but getting an extremely annoying glitch  black screen for no reason when it happens the only solution is to reboot my phone why ,negative
i am looking for a option where i can import chat of any particular option if the chats are exported there should be provision for the same as we have a option for export,positive
can you please hide the muted videos forever and this message is deleted notification these are really irritating otherwise great app,negative
for a week now i will have to restart my phone before i receive and get to send just whatsapp messages every other app works fine i would like to know why this is happening,negative
why do i have to open app before i see the new messages in this new version what happened to notifications support please fix this instead i only get the option of popup notifications with full messages who does that,negative
restore the old version where i can install whatsapp on my tab i have read that since tablet do not have an active sim card whatsapp cannot be install on a tab cause it needs an active phone number my tab have an active sim card as well as an active phone number still i cant install whatsapp on my tab fix this issue please,negative
updated version is not at all good even the deleted chats are appearing at the top  nd status opens when we click on profile pic,negative
this new version is bad i downloaded a photo that was sent by a friend but i could not find it in any of my gallery it is so so painful please kindly take me back to the previous version thank you ,negative
i seem to be that this app is a great for all purpose such as personal conversation as well as business i am using this app for a long time but i have no faced any kind of problem and terrible until today it is best app ,positive
after update video call problem is coming oftentimes when i trying to cut the call  it was not cut  if the opposite person cut off  then could be only cut ,negative
after the december  update on my samsung fe s i have whatsapp crashing problem the app crashes right after i open it i have cleared cache and even after that it is crashing please resolve the problem immediately,negative
well after the update unable to add stickers stickers disappears unable to backup media while backing up messages and app crash,negative
not good after update my phone is z fold  i cant select more than one photo after update from gallery though whats app i have to first open gallery and then select the contact i want to send to,negative
not sure what happened suddenly i am unable to connect galaxybuds pro while using whatsapp call only time i can connect is before making call in whatsapp if my buds are connected already then it stays connected or else i cant connect,positive
it would be great if there was a builtin feature that allowed the user to tag everyone in a group instantly or to tag multiple people without having to type the  symbol over and over again,positive
yhyh whatsapp is really improving and that is nicebut i have a suggestion will not it be awesome if we could post voice notes on our status instead of writing long messages or using screen records,positive
when a message is deleted from a chat it remains in the same place at the top as if it had not been deleted two days ago an em was deleted a message and automatically scrolled down to the date of the last message in that chat it was better as it was,negative
the ability to send message to yourself is a very nice update i like this especially when i want to keep an information to myself great idea from whatsapp,positive
facepalm your backup system is easy yet complex now i have to wait  hours yes this is my very first time using an android backup of whatsapp ,negative
i use whatsapp to talk to family and friends and its been great but lately my messages are not being delivered even though my sister in the same room can send messages just fine my phone is samsung s could u pls do an update or something ,positive
latest update changed the image attachment feature now even to send screenshots i have to open the gallery app,negative
whatsapp is an excellent messaging app but it takes too much space unlike telegram that uses less than mb of space on my device please do something about it,positive
everything is great bt while doing video call the call is not minimising in a small taball settings are on bt it just not working please help,positive
when upload for status pictures are blur even though the pics where compressed and uploaded need to be fixed very worst app,negative
after recent update when viewing the status the song of the video is continuously playing even when that status is no loger viewing oand even when in chat until you exit whatsapp and delete it from recently opened apps,negative
there is alot of problems with this app still not working good messages are not sending when someone calls it does not ring but it show you later that you missed calls,negative
it would highly appreciate able that if anyone not use any longer whatsapp which number it is whatsapp registered then othercontacts personcan easily get it that the person is no longer use the whatsappwhich whatsapp number contact person have coz whatsapp shows the last seen on the date though the person already uninstall it and open it with a new number that contact person can never know this plz update it,positive
after the recent update whenever i am delete any chat from delete from me the chat still is pinned at top and the call experience is also no so good sometimes either the video does work or the mic does not work its a request to check the updates pls,negative
i will give it onestar coz its has already tested my patience you are a ver bad app especially that whenever i click on it just instruct me to delete other apps and photos before use though that does not give me enough reason not to recommend it to any one else just try your luck,negative
thanks experience has been all good since i have deleted an unwanted number of an individual from my whattsapp a day ago early this morning the individual is back in my face with a message how can this be what is up ,positive
please correct the text in the about app section it is written its used by over b people in more than  countries over  people a typo error ,positive
i love it it is useful fast convenient and reliable i wish you had a short video dp setting like gif,positive
after latest update while making video calls call gets stuck regularly after  minutes and then call gets disconnected showing some error messages kindly check,negative
the app keeps stoping every time its really annoying please fix this app plus the most terrible part is that it hungs alot when chatting and doesnt allow you to post anything on your status it just says sending ,negative
to continue using whatsapp the following features must be added voice changer  converting voice into text  topics in groups  modifying sent messages this is enough,positive
past two months whatsapp has been banning my account for no reason it is pathetic when you have to inconvenience and cut my communication for no valid reason if you are seeing the spam from your end which i cannot see sort it out or warn and advise me with evidence otherwise you are ,negative
maybe you can add a new fitur repost a story it is like if a friends post a photo story with several people so he can tagged his friends and his friends could repost it by one click without any screenshot,positive
ny app is hanged when was listening the audio file in whatsapp somtime when i watching the status videos the video us not showing but audio is played well,positive
restoration of the backed up data process is just full of glitches thanks whatsapp i lost my all backed up data thanks a lot for losing  years of data,negative
this is a very good app but only the numbers added in the mobile in the message settings can send messages if such an update is added it can be better,negative
when we add videos to status it may get slow and the video may get damage like i edited a video for a beautiful beat but when i added to my status the beats where misplaced so just update that one topic,positive
doesnt play videos for me samsuns m i checked my internet connection permission from settings and in the app but it still doesnt work it used to work before but now does not and i do not know why,negative
excellent multimedia system it is only limited by narrow band internetwifi in developing countries,positive
please fix your chat backup option even if user has selected monthly backup option it shows a notification of preparing backup on the daily basis and this is so annoying,negative
new version we delete the message or photo msg not set old day and its showing recent chat and photo also sending its very difficult,negative
i am not very happy because my query was not resolved i kept on providing clear details but time and again the responses were literally the same responses provided were irrelevant and not helpful i am extremely disappointed with wattsapp and meta,negative
today my one group is not openining as soon as i touch on group whatsapp crashing please fix this error that is my educational group pop up message said this app has a bug please,negative
after last few updates i hate this update of not able to see when someone is online this just feels like talking to robot when you dont know other one is online too much privacy is too much  just remove this feature,positive
i love the most update on whatsapp but could i suggest one thing for the status reply can we have the button to on and off sometimes i just want to post without getting reply you know just want to update the i am still alive but no distractions afterwards,positive
after this update i cannot change my profile photo or send recent photos because it does not recognize them please fix it it is frustrating,negative
required auto set date conversation   earlier it is working but after update whatsap it is not working i e i delete todays conversation then that people chat showing in there todays conversation not go down their original last conversation,negative
i cant send pictures from my gallery anymore only those from the whatsapp gallery this has been going on for a while now and they better fix it soon,negative
since update on my samsung phone i cannot get whatsapp pop up notifications being deaf it is important to me to see my phone has a call as i do not hear it please sort it out to put back pop up notifications please,negative
after update is hard to find latest picture edited tq so much support team its easy just change setting apps  whatsapp  videopics  allow  i hope anyone have same my problem can try this ,positive
after update if i am going to upload any image and video or screenshot recent photos video are not visible in the gallerythis is a bug i think so which came after updation,negative
total trash now not only does it no longer allow me to share any pictures in the gallery aside from whatsapp pictures it compresses the gallery pics ie screenshots to the point it is unviewable,negative
new update is very usless version so not current update photos videos and file it is important bugs very problem not satisfied this version please kindly update immediately,negative
we are lossing time and mbs for this system of uptading every now and then and secondly we used to send to as many contacts you select but nowadays only stricted to  fix for us these issues please  my dearest good brothers and sisters help me with this my whatsapp i have been with it many years and i am one of your great grand customers there were a time they said to had stopped it by mistake and i was happy getting it back so if there were any mistake frgve,positive
it is okay buh i have been finding it difficult to switch on my flashlight during video call i do not know if it is my phone buh it definitely not,positive
i think mrmarker zukerberg does not have enough money to install harddisk storage while uploading whatsapp video status no clarity at all very cheap cheap clarity whatsapp automatically compressing in to very very cheap qualityone idea i will recommend to u please remove status uploading option or else provide good compression program,positive
whatsapp is finally doing it for android the only thing now is to make the whatsapp interface and settings like the iphones and also the viewing of status and profile picture option is not there so that also should be done properlyi gige you  star cause i know it will be done ,positive
i have given it  stars because whatsapp is becoming good and i request users who are developing it  should provide us facility to do voice call in more than  participants now please bring new update of whatsapp and most important that we can share file upto gb,positive
just how much i hate tablets nes update linked two device i want tablet whatsapp work as my phone i lost my whatsapp due to it cant retrieve because my number has been terminated cant recover seriously how much i wish people would go for telegram or any massenger app,negative
since the last update i cannot reply to peoples statuses the message and send bar are not visible and i am not going to play guessing games please fix this,negative
experience is so good nowadaysi wanted to give it  stars but one more thing i expect from app it is a locked and hidden messages option it will more help us i wish you will do it so early,positive
my chat dates constantly keep changing sometimes to  sometimes  and sometimes a few days in the future my phone date is correct tho please help me fix it,negative
it is very convenient to use this apps for personal or message will be good if edit contact can be buildin similar to new contact that bringup contact apps automatically,positive
it has a problem cannot send a file directly you have to copy the file in specificf folder and then try for sending,negative
seems like the latest update doesnt want to use my main mic for audio msges it seems to be using the secondary mic instead my audio msges are very muffled and not clear as before,negative
after the last update i dont like this at all because if we are deleting some messages of any person the name of the person is still showing on the top  please replace this system by earlier system,negative
the reason i gave it a three was because it takes forever to log in once you use one of your backups it does not show me the entire messages i hope you can fix this problem,negative
it says u must update whatsappp to see a view once the photo but my whatsupp is updated and it is only for one contact the rest of my contacts work fine,positive
i think it would be good if there was a button to scroll to the top instantly like in the bottom right corner have one pointing up so you do not have to scroll for ages in a big group chat,positive
verification is very difficult to get through why does it ask to wait for hours whatsapp is becoming worst now a days telegram and signal are the best social media app when compared to whatsapp ,positive
whatsapp pls improve your phone call it lagging echoing it bad i cannot even call some people properly and it is not with my phone cus i tried it with a friend it is form the app not from the phone pls fix the audio and stop it from lagging and echoing ty,negative
after an update the camera roll is no longer accessible makes sending photos infinitely more difficult,negative
new update bugs after the new update you cannot select more than one picture at a time  certains pictures in the phone memory cannot be located and i cannot upload or send videos ,negative
i love to use whatsapp and it helps me in several way like to speak with my friend or family and it the only way i can make my self to be comfortable and be happy all the time i use it no any apps i love more than whatsapp is my favorites app and i want to login in my account to be come a part of people who are using the apps and please i will not it back and i will follow the rules and regulations or the law guide it and this account means a lot to me in using it is my favorite application i ,positive
